Year,Month,Week,Rank,Title,Artist,Genre
2014,1,2,1,The Monster,Eminem Featuring Rihanna,랩/힙합
2014,1,2,2,Timber,Pitbull Featuring Ke$ha,랩/힙합
2014,1,2,3,Counting Stars,OneRepublic,POP
2014,1,2,4,Royals,Lorde,POP
2014,1,2,5,Say Something,A Great Big World & Christina Aguilera,POP
2014,1,2,6,Demons,Imagine Dragons,POP
2014,1,2,7,Let Her Go,Passenger,포크
2014,1,2,8,Roar,Katy Perry,POP
2014,1,2,9,Story Of My Life,One Direction,POP
2014,1,2,10,Wake Me Up!,Avicii,일렉트로니카
2014,1,2,11,Dark Horse,Katy Perry Featuring Juicy J,POP
2014,1,2,12,Wrecking Ball,Miley Cyrus,POP
2014,1,2,13,Burn,Ellie Goulding,POP
2014,1,2,14,23,Mike WiLL Made-It Featuring Miley Cyrus,랩/힙합
2014,1,2,15,Hold On,Drake Featuring Majid Jordan,랩/힙합
2014,1,2,16,Sweater Weather,The Neighbourhood,록/메탈
2014,1,2,17,Drunk In Love,Beyonce Featuring Jay Z,R&B/Soul
2014,1,2,18,White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,랩/힙합
2014,1,2,19,Team,Lorde,POP
2014,1,2,20,Unconditionally,Katy Perry,POP
2014,1,2,21,Pompeii,Bastille,POP
2014,1,2,22,Adore You,Miley Cyrus,POP
2014,1,2,23,Do What U Want,Lady Gaga Featuring R. Kelly,POP
2014,1,2,24,My Hitta,YG Featuring Jeezy & Rich Homie Quan,랩/힙합
2014,1,2,25,Radioactive,Imagine Dragons,POP
2014,1,2,26,Applause,Lady Gaga,POP
2014,1,2,27,Stay The Night,Zedd Featuring Hayley Williams,일렉트로니카
2014,1,2,28,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,R&B/Soul
2014,1,2,29,Holy Grail,Jay Z Featuring Justin Timberlake,랩/힙합
2014,1,2,30,Gas Pedal,Sage The Gemini Featuring IamSu!,랩/힙합
2014,1,2,31,Stay,Florida Georgia Line,컨트리
2014,1,2,32,Let It Go,Idina Menzel,POP
2014,1,2,33,Rap God,Eminem,랩/힙합
2014,1,2,34,That's My Kind Of Night,Luke Bryan,컨트리
2014,1,2,35,Sail,AWOLNATION,록/메탈
2014,1,2,36,Brave,Sara Bareilles,POP
2014,1,2,37,Drink A Beer,Luke Bryan,컨트리
2014,1,2,38,Turn Down For What,DJ Snake & Lil Jon,일렉트로니카
2014,1,2,39,Marry Me,Jason Derulo,R&B/Soul
2014,1,2,40,Replay,Zendaya,록/메탈
2014,1,2,41,All Me,Drake Featuring 2 Chainz & Big Sean,랩/힙합
2014,1,2,42,Show Me,Kid Ink Featuring Chris Brown,랩/힙합
2014,1,2,43,Let It Go,Demi Lovato,애니메이션/웹툰
2014,1,2,44,Love More,Chris Brown Featuring Nicki Minaj,R&B/Soul
2014,1,2,45,Safe And Sound,Capital Cities,일렉트로니카
2014,1,2,46,Whatever She's Got,David Nail,컨트리
2014,1,2,47,Wasting All These Tears,Cassadee Pope,POP
2014,1,2,48,Berzerk,Eminem,랩/힙합
2014,1,2,49,It Won't Stop,Sevyn Streeter Featuring Chris Brown,R&B/Soul
2014,1,2,50,Carolina,Parmalee,컨트리
2014,1,2,51,Chillin' It,Cole Swindell,R&B/Soul
2014,1,2,52,Best Day Of My Life,American Authors,POP
2014,1,2,53,HeadBand,B.o.B Featuring 2 Chainz,POP
2014,1,2,54,Best Song Ever,One Direction,POP
2014,1,2,55,Animals,Martin Garrix,일렉트로니카
2014,1,2,56,Drunk Last Night,Eli Young Band,컨트리
2014,1,2,57,When She Says Baby,Jason Aldean,POP
2014,1,2,58,The Fox,Ylvis,POP
2014,1,2,59,All That Matters,Justin Bieber,POP
2014,1,2,60,TKO,Justin Timberlake,POP
2014,1,2,61,Sweet Annie,Zac Brown Band,POP
2014,1,2,62,Love Me Again,John Newman,R&B/Soul
2014,1,2,63,The Language,Drake,랩/힙합
2014,1,2,64,Survival,Eminem,랩/힙합
2014,1,2,65,Do You Want To Build A Snowman?,Kristen Bell,POP
2014,1,2,66,Hey Brother,Avicii,일렉트로니카
2014,1,2,67,We Were Us,Keith Urban And Miranda Lambert,발라드
2014,1,2,68,All Of Me,John Legend,R&B/Soul
2014,1,2,69,Don't Let Me Be Lonely,The Band Perry,컨트리
2014,1,2,70,Friday Night,Eric Paslay,컨트리
2014,1,2,71,Alone Together,Fall Out Boy,록/메탈
2014,1,2,72,Compass,Lady Antebellum,컨트리
2014,1,2,73,XO,Beyonce,R&B/Soul
2014,1,2,74,For The First Time In Forever,Kristen Bell & Idina Menzel,POP
2014,1,2,75,Radio,Darius Rucker,컨트리
2014,1,2,76,I Luv This Sh*t,August Alsina Featuring Trinidad James,R&B/Soul
2014,1,2,77,Sunny And 75,Joe Nichols,컨트리
2014,1,2,78,Up All Night,Jon Pardi,컨트리
2014,1,2,79,See You Tonight,Scotty McCreery,컨트리
2014,1,2,80,Bottoms Up,Brantley Gilbert,컨트리
2014,1,2,81,Bounce It,Juicy J Featuring Wale & Trey Songz,랩/힙합
2014,1,2,82,Mine,Beyonce Featuring Drake,POP
2014,1,2,83,Everybody's Got Somebody But Me,Hunter Hayes Featuring Jason Mraz,컨트리
2014,1,2,84,Up Down (Do This All Day),T-Pain Featuring B.o.B,랩/힙합
2014,1,2,85,Talk Dirty,Jason Derulo Featuring 2 Chainz,R&B/Soul
2014,1,2,86,Helluva Life,Frankie Ballard,컨트리
2014,1,2,87,Waiting For Superman,Daughtry,H
2014,1,2,88,Heart Attack,Enrique Iglesias,POP
2014,1,2,89,Gorilla,Bruno Mars,R&B/Soul
2014,1,2,90,Honest,Future,랩/힙합
2014,1,2,91,Perfume,Britney Spears,POP
2014,1,2,92,Do I Wanna Know?,Arctic Monkeys,POP
2014,1,2,93,The Heart Of Dixie,Danielle Bradbery,컨트리
2014,1,2,94,I Hold On,Dierks Bentley,일렉트로니카
2014,1,2,95,Worst Behavior,Drake,랩/힙합
2014,1,2,96,Neon Lights,Demi Lovato,POP
2014,1,2,97,Lolly,Maejor Ali Featuring Juicy J & Justin Bieber,랩/힙합
2014,1,2,98,Paranoid,Ty Dolla $ign Featuring B.o.B,랩/힙합
2014,1,2,99,Bound 2,Kanye West,랩/힙합
2014,1,2,100,Old School Love,Lupe Fiasco Featuring Ed Sheeran,랩/힙합
2014,1,3,1,Timber,Pitbull Featuring Ke$ha,랩/힙합
2014,1,3,2,Counting Stars,OneRepublic,POP
2014,1,3,3,The Monster,Eminem Featuring Rihanna,랩/힙합
2014,1,3,4,Royals,Lorde,POP
2014,1,3,5,Say Something,A Great Big World & Christina Aguilera,POP
2014,1,3,6,Dark Horse,Katy Perry Featuring Juicy J,POP
2014,1,3,7,Let Her Go,Passenger,포크
2014,1,3,8,Wake Me Up!,Avicii,일렉트로니카
2014,1,3,9,Wrecking Ball,Miley Cyrus,POP
2014,1,3,10,Demons,Imagine Dragons,POP
2014,1,3,11,Roar,Katy Perry,POP
2014,1,3,12,Story Of My Life,One Direction,POP
2014,1,3,13,Burn,Ellie Goulding,POP
2014,1,3,14,Team,Lorde,POP
2014,1,3,15,Drunk In Love,Beyonce Featuring Jay Z,R&B/Soul
2014,1,3,16,Hold On,Drake Featuring Majid Jordan,랩/힙합
2014,1,3,17,Do What U Want,Lady Gaga Featuring R. Kelly,POP
2014,1,3,18,Pompeii,Bastille,POP
2014,1,3,19,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,R&B/Soul
2014,1,3,20,Sweater Weather,The Neighbourhood,록/메탈
2014,1,3,21,White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,랩/힙합
2014,1,3,22,23,Mike WiLL Made-It Featuring Miley Cyrus,랩/힙합
2014,1,3,23,Stay The Night,Zedd Featuring Hayley Williams,일렉트로니카
2014,1,3,24,Radioactive,Imagine Dragons,POP
2014,1,3,25,My Hitta,YG Featuring Jeezy & Rich Homie Quan,랩/힙합
2014,1,3,26,Applause,Lady Gaga,POP
2014,1,3,27,Let It Go,Idina Menzel,POP
2014,1,3,28,Safe And Sound,Capital Cities,일렉트로니카
2014,1,3,29,Unconditionally,Katy Perry,POP
2014,1,3,30,Brave,Sara Bareilles,POP
2014,1,3,31,Show Me,Kid Ink Featuring Chris Brown,랩/힙합
2014,1,3,32,Adore You,Miley Cyrus,POP
2014,1,3,33,Holy Grail,Jay Z Featuring Justin Timberlake,랩/힙합
2014,1,3,34,Stay,Florida Georgia Line,컨트리
2014,1,3,35,Sail,AWOLNATION,록/메탈
2014,1,3,36,Drink A Beer,Luke Bryan,컨트리
2014,1,3,37,Turn Down For What,DJ Snake & Lil Jon,일렉트로니카
2014,1,3,38,Let It Go,Demi Lovato,애니메이션/웹툰
2014,1,3,39,Gas Pedal,Sage The Gemini Featuring IamSu!,랩/힙합
2014,1,3,40,Best Day Of My Life,American Authors,POP
2014,1,3,41,Love More,Chris Brown Featuring Nicki Minaj,R&B/Soul
2014,1,3,42,Replay,Zendaya,록/메탈
2014,1,3,43,Whatever She's Got,David Nail,컨트리
2014,1,3,44,All Me,Drake Featuring 2 Chainz & Big Sean,랩/힙합
2014,1,3,45,That's My Kind Of Night,Luke Bryan,컨트리
2014,1,3,46,Rap God,Eminem,랩/힙합
2014,1,3,47,It Won't Stop,Sevyn Streeter Featuring Chris Brown,R&B/Soul
2014,1,3,48,Chillin' It,Cole Swindell,R&B/Soul
2014,1,3,49,Talk Dirty,Jason Derulo Featuring 2 Chainz,R&B/Soul
2014,1,3,50,Wasting All These Tears,Cassadee Pope,POP
2014,1,3,51,Animals,Martin Garrix,일렉트로니카
2014,1,3,52,Drunk Last Night,Eli Young Band,컨트리
2014,1,3,53,Hey Brother,Avicii,일렉트로니카
2014,1,3,54,XO,Beyonce,R&B/Soul
2014,1,3,55,Marry Me,Jason Derulo,R&B/Soul
2014,1,3,56,When She Says Baby,Jason Aldean,POP
2014,1,3,57,Sweet Annie,Zac Brown Band,POP
2014,1,3,58,Carolina,Parmalee,컨트리
2014,1,3,59,Love Me Again,John Newman,R&B/Soul
2014,1,3,60,All Of Me,John Legend,R&B/Soul
2014,1,3,61,Don't Let Me Be Lonely,The Band Perry,컨트리
2014,1,3,62,Friday Night,Eric Paslay,컨트리
2014,1,3,63,Compass,Lady Antebellum,컨트리
2014,1,3,64,Do You Want To Build A Snowman?,Kristen Bell,POP
2014,1,3,65,Radio,Darius Rucker,컨트리
2014,1,3,66,Waiting For Superman,Daughtry,록/메탈
2014,1,3,67,Berzerk,Eminem,랩/힙합
2014,1,3,68,The Language,Drake,랩/힙합
2014,1,3,69,Up All Night,Jon Pardi,컨트리
2014,1,3,70,We Were Us,Keith Urban And Miranda Lambert,발라드
2014,1,3,71,For The First Time In Forever,Kristen Bell & Idina Menzel,POP
2014,1,3,72,I Luv This Sh*t,August Alsina Featuring Trinidad James,R&B/Soul
2014,1,3,73,Helluva Life,Frankie Ballard,컨트리
2014,1,3,74,TKO,Justin Timberlake,POP
2014,1,3,75,The Fox,Ylvis,POP
2014,1,3,76,Alone Together,Fall Out Boy,록/메탈
2014,1,3,77,Survival,Eminem,랩/힙합
2014,1,3,78,Up Down (Do This All Day),T-Pain Featuring B.o.B,랩/힙합
2014,1,3,79,The Man,Aloe Blacc,R&B/Soul
2014,1,3,80,All That Matters,Justin Bieber,POP
2014,1,3,81,Love Don't Die,The Fray,록/메탈
2014,1,3,82,See You Tonight,Scotty McCreery,컨트리
2014,1,3,83,I Hold On,Dierks Bentley,일렉트로니카
2014,1,3,84,Do I Wanna Know?,Arctic Monkeys,POP
2014,1,3,85,Sunny And 75,Joe Nichols,컨트리
2014,1,3,86,Work B**ch!,Britney Spears,POP
2014,1,3,87,Paranoid,Ty Dolla $ign Featuring B.o.B,랩/힙합
2014,1,3,88,Neon Lights,Demi Lovato,POP
2014,1,3,89,The Heart Of Dixie,Danielle Bradbery,컨트리
2014,1,3,90,Drink To That All Night,Jerrod Niemann,컨트리
2014,1,3,91,Bottoms Up,Brantley Gilbert,컨트리
2014,1,3,92,Perfume,Britney Spears,POP
2014,1,3,93,Bounce It,Juicy J Featuring Wale & Trey Songz,랩/힙합
2014,1,3,94,Young Girls,Bruno Mars,R&B/Soul
2014,1,3,95,Everybody's Got Somebody But Me,Hunter Hayes Featuring Jason Mraz,컨트리
2014,1,3,96,19 You + Me,Dan + Shay,컨트리
2014,1,3,97,Old School Love,Lupe Fiasco Featuring Ed Sheeran,랩/힙합
2014,1,3,98,Happy,Pharrell Williams,POP
2014,1,3,99,Worst Behavior,Drake,랩/힙합
2014,1,3,100,Honest,Future,랩/힙합
2014,1,4,1,Timber,Pitbull Featuring Ke$ha,랩/힙합
2014,1,4,2,Counting Stars,OneRepublic,POP
2014,1,4,3,The Monster,Eminem Featuring Rihanna,랩/힙합
2014,1,4,4,Dark Horse,Katy Perry Featuring Juicy J,POP
2014,1,4,5,Say Something,A Great Big World & Christina Aguilera,POP
2014,1,4,6,Let Her Go,Passenger,포크
2014,1,4,7,Royals,Lorde,POP
2014,1,4,8,Wake Me Up!,Avicii,일렉트로니카
2014,1,4,9,Demons,Imagine Dragons,POP
2014,1,4,10,Story Of My Life,One Direction,POP
2014,1,4,11,Team,Lorde,POP
2014,1,4,12,Pompeii,Bastille,POP
2014,1,4,13,Roar,Katy Perry,POP
2014,1,4,14,Wrecking Ball,Miley Cyrus,POP
2014,1,4,15,Burn,Ellie Goulding,POP
2014,1,4,16,Drunk In Love,Beyonce Featuring Jay Z,R&B/Soul
2014,1,4,17,Hold On,Drake Featuring Majid Jordan,랩/힙합
2014,1,4,18,Stay The Night,Zedd Featuring Hayley Williams,일렉트로니카
2014,1,4,19,Do What U Want,Lady Gaga Featuring R. Kelly,POP
2014,1,4,20,Sweater Weather,The Neighbourhood,록/메탈
2014,1,4,21,Show Me,Kid Ink Featuring Chris Brown,랩/힙합
2014,1,4,22,White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,랩/힙합
2014,1,4,23,23,Mike WiLL Made-It Featuring Miley Cyrus,랩/힙합
2014,1,4,24,The Man,Aloe Blacc,R&B/Soul
2014,1,4,25,Let It Go,Idina Menzel,POP
2014,1,4,26,Brave,Sara Bareilles,POP
2014,1,4,27,My Hitta,YG Featuring Jeezy & Rich Homie Quan,랩/힙합
2014,1,4,28,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,R&B/Soul
2014,1,4,29,Talk Dirty,Jason Derulo Featuring 2 Chainz,R&B/Soul
2014,1,4,30,Safe And Sound,Capital Cities,일렉트로니카
2014,1,4,31,Radioactive,Imagine Dragons,POP
2014,1,4,32,Unconditionally,Katy Perry,POP
2014,1,4,33,Drink A Beer,Luke Bryan,컨트리
2014,1,4,34,Adore You,Miley Cyrus,POP
2014,1,4,35,Stay,Florida Georgia Line,컨트리
2014,1,4,36,Love Me Again,John Newman,R&B/Soul
2014,1,4,37,Applause,Lady Gaga,POP
2014,1,4,38,Best Day Of My Life,American Authors,POP
2014,1,4,39,Whatever She's Got,David Nail,컨트리
2014,1,4,40,Love More,Chris Brown Featuring Nicki Minaj,R&B/Soul
2014,1,4,41,Sail,AWOLNATION,록/메탈
2014,1,4,42,All Me,Drake Featuring 2 Chainz & Big Sean,랩/힙합
2014,1,4,43,Holy Grail,Jay Z Featuring Justin Timberlake,랩/힙합
2014,1,4,44,Hey Brother,Avicii,일렉트로니카
2014,1,4,45,Replay,Zendaya,록/메탈
2014,1,4,46,Rap God,Eminem,랩/힙합
2014,1,4,47,Gas Pedal,Sage The Gemini Featuring IamSu!,랩/힙합
2014,1,4,48,Chillin' It,Cole Swindell,R&B/Soul
2014,1,4,49,It Won't Stop,Sevyn Streeter Featuring Chris Brown,R&B/Soul
2014,1,4,50,XO,Beyonce,R&B/Soul
2014,1,4,51,Turn Down For What,DJ Snake & Lil Jon,일렉트로니카
2014,1,4,52,Let It Go,Demi Lovato,애니메이션/웹툰
2014,1,4,53,When She Says Baby,Jason Aldean,POP
2014,1,4,54,All Of Me,John Legend,R&B/Soul
2014,1,4,55,Sweet Annie,Zac Brown Band,POP
2014,1,4,56,Happy,Pharrell Williams,POP
2014,1,4,57,Wasting All These Tears,Cassadee Pope,POP
2014,1,4,58,Drunk Last Night,Eli Young Band,컨트리
2014,1,4,59,Animals,Martin Garrix,일렉트로니카
2014,1,4,60,Do You Want To Build A Snowman?,Kristen Bell,POP
2014,1,4,61,Don't Let Me Be Lonely,The Band Perry,컨트리
2014,1,4,62,Friday Night,Eric Paslay,컨트리
2014,1,4,63,Compass,Lady Antebellum,컨트리
2014,1,4,64,Up All Night,Jon Pardi,컨트리
2014,1,4,65,For The First Time In Forever,Kristen Bell & Idina Menzel,POP
2014,1,4,66,Radio,Darius Rucker,컨트리
2014,1,4,67,Carolina,Parmalee,컨트리
2014,1,4,68,The Language,Drake,랩/힙합
2014,1,4,69,Up Down (Do This All Day),T-Pain Featuring B.o.B,랩/힙합
2014,1,4,70,Helluva Life,Frankie Ballard,컨트리
2014,1,4,71,Marry Me,Jason Derulo,R&B/Soul
2014,1,4,72,I Luv This Sh*t,August Alsina Featuring Trinidad James,R&B/Soul
2014,1,4,73,Waiting For Superman,Daughtry,록/메탈
2014,1,4,74,Survival,Eminem,랩/힙합
2014,1,4,75,Paranoid,Ty Dolla $ign Featuring B.o.B,랩/힙합
2014,1,4,76,Young Girls,Bruno Mars,R&B/Soul
2014,1,4,77,Bottoms Up,Brantley Gilbert,컨트리
2014,1,4,78,Neon Lights,Demi Lovato,POP
2014,1,4,79,Berzerk,Eminem,랩/힙합
2014,1,4,80,We Were Us,Keith Urban And Miranda Lambert,발라드
2014,1,4,81,19 You + Me,Dan + Shay,컨트리
2014,1,4,82,Love Don't Die,The Fray,록/메탈
2014,1,4,83,I Hold On,Dierks Bentley,일렉트로니카
2014,1,4,84,See You Tonight,Scotty McCreery,컨트리
2014,1,4,85,Do I Wanna Know?,Arctic Monkeys,POP
2014,1,4,86,Alone Together,Fall Out Boy,록/메탈
2014,1,4,87,Drink To That All Night,Jerrod Niemann,컨트리
2014,1,4,88,You Sound Good To Me,Lucy Hale,컨트리
2014,1,4,89,The Heart Of Dixie,Danielle Bradbery,컨트리
2014,1,4,90,Partition,Beyonce,R&B/Soul
2014,1,4,91,TKO,Justin Timberlake,POP
2014,1,4,92,All That Matters,Justin Bieber,POP
2014,1,4,93,Goodnight Kiss,Randy Houser,컨트리
2014,1,4,94,Get Me Some Of That,Thomas Rhett,컨트리
2014,1,4,95,Give Me Back My Hometown,Eric Church,POP
2014,1,4,96,She Knows,J. Cole Featuring Amber Coffman & The Cults,랩/힙합
2014,1,4,97,Sunny And 75,Joe Nichols,컨트리
2014,1,4,98,How I Feel,Flo Rida,랩/힙합
2014,1,4,99,Worst Behavior,Drake,랩/힙합
2014,1,4,100,Ride,SoMo,R&B/Soul
2014,2,1,1,Timber,Pitbull Featuring Ke$ha,랩/힙합
2014,2,1,2,Dark Horse,Katy Perry Featuring Juicy J,POP
2014,2,1,3,Counting Stars,OneRepublic,POP
2014,2,1,4,Say Something,A Great Big World & Christina Aguilera,POP
2014,2,1,5,The Monster,Eminem Featuring Rihanna,랩/힙합
2014,2,1,6,Let Her Go,Passenger,포크
2014,2,1,7,Royals,Lorde,POP
2014,2,1,8,Team,Lorde,POP
2014,2,1,9,Story Of My Life,One Direction,POP
2014,2,1,10,Pompeii,Bastille,POP
2014,2,1,11,Wake Me Up!,Avicii,일렉트로니카
2014,2,1,12,Drunk In Love,Beyonce Featuring Jay Z,R&B/Soul
2014,2,1,13,Demons,Imagine Dragons,POP
2014,2,1,14,Burn,Ellie Goulding,POP
2014,2,1,15,Talk Dirty,Jason Derulo Featuring 2 Chainz,R&B/Soul
2014,2,1,16,Roar,Katy Perry,POP
2014,2,1,17,The Man,Aloe Blacc,R&B/Soul
2014,2,1,18,Wrecking Ball,Miley Cyrus,POP
2014,2,1,19,Do What U Want,Lady Gaga Featuring R. Kelly,POP
2014,2,1,20,Hold On,Drake Featuring Majid Jordan,랩/힙합
2014,2,1,21,Sweater Weather,The Neighbourhood,록/메탈
2014,2,1,22,Stay The Night,Zedd Featuring Hayley Williams,일렉트로니카
2014,2,1,23,White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,랩/힙합
2014,2,1,24,Show Me,Kid Ink Featuring Chris Brown,랩/힙합
2014,2,1,25,Happy,Pharrell Williams,POP
2014,2,1,26,Let It Go,Idina Menzel,POP
2014,2,1,27,My Hitta,YG Featuring Jeezy & Rich Homie Quan,랩/힙합
2014,2,1,28,Can't Remember To Forget You,Shakira Featuring Rihanna,POP
2014,2,1,29,23,Mike WiLL Made-It Featuring Miley Cyrus,랩/힙합
2014,2,1,30,Adore You,Miley Cyrus,POP
2014,2,1,31,Brave,Sara Bareilles,POP
2014,2,1,32,Best Day Of My Life,American Authors,POP
2014,2,1,33,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,R&B/Soul
2014,2,1,34,Drink A Beer,Luke Bryan,컨트리
2014,2,1,35,Love Me Again,John Newman,R&B/Soul
2014,2,1,36,Safe And Sound,Capital Cities,일렉트로니카
2014,2,1,37,Hey Brother,Avicii,일렉트로니카
2014,2,1,38,Chillin' It,Cole Swindell,R&B/Soul
2014,2,1,39,Whatever She's Got,David Nail,컨트리
2014,2,1,40,Stay,Florida Georgia Line,컨트리
2014,2,1,41,Radioactive,Imagine Dragons,POP
2014,2,1,42,Turn Down For What,DJ Snake & Lil Jon,일렉트로니카
2014,2,1,43,Unconditionally,Katy Perry,POP
2014,2,1,44,All Me,Drake Featuring 2 Chainz & Big Sean,랩/힙합
2014,2,1,45,XO,Beyonce,R&B/Soul
2014,2,1,46,Love More,Chris Brown Featuring Nicki Minaj,R&B/Soul
2014,2,1,47,Sail,AWOLNATION,록/메탈
2014,2,1,48,Applause,Lady Gaga,POP
2014,2,1,49,All Of Me,John Legend,R&B/Soul
2014,2,1,50,It Won't Stop,Sevyn Streeter Featuring Chris Brown,R&B/Soul
2014,2,1,51,Rap God,Eminem,랩/힙합
2014,2,1,52,When She Says Baby,Jason Aldean,POP
2014,2,1,53,Animals,Martin Garrix,일렉트로니카
2014,2,1,54,Sweet Annie,Zac Brown Band,POP
2014,2,1,55,Give Me Back My Hometown,Eric Church,POP
2014,2,1,56,Up All Night,Jon Pardi,컨트리
2014,2,1,57,Let It Go,Demi Lovato,애니메이션/웹툰
2014,2,1,58,Wasting All These Tears,Cassadee Pope,POP
2014,2,1,59,Friday Night,Eric Paslay,컨트리
2014,2,1,60,Don't Let Me Be Lonely,The Band Perry,컨트리
2014,2,1,61,Do You Want To Build A Snowman?,Kristen Bell,POP
2014,2,1,62,Compass,Lady Antebellum,컨트리
2014,2,1,63,Drunk Last Night,Eli Young Band,컨트리
2014,2,1,64,For The First Time In Forever,Kristen Bell & Idina Menzel,POP
2014,2,1,65,Paranoid,Ty Dolla $ign Featuring B.o.B,랩/힙합
2014,2,1,66,Up Down (Do This All Day),T-Pain Featuring B.o.B,랩/힙합
2014,2,1,67,Bottoms Up,Brantley Gilbert,컨트리
2014,2,1,68,Young Girls,Bruno Mars,R&B/Soul
2014,2,1,69,The Language,Drake,랩/힙합
2014,2,1,70,Neon Lights,Demi Lovato,POP
2014,2,1,71,Radio,Darius Rucker,컨트리
2014,2,1,72,Love Don't Die,The Fray,록/메탈
2014,2,1,73,I Luv This Sh*t,August Alsina Featuring Trinidad James,R&B/Soul
2014,2,1,74,Waiting For Superman,Daughtry,록/메탈
2014,2,1,75,See You Tonight,Scotty McCreery,컨트리
2014,2,1,76,Helluva Life,Frankie Ballard,컨트리
2014,2,1,77,I Hold On,Dierks Bentley,일렉트로니카
2014,2,1,78,Drink To That All Night,Jerrod Niemann,컨트리
2014,2,1,79,Do I Wanna Know?,Arctic Monkeys,POP
2014,2,1,80,Carolina,Parmalee,컨트리
2014,2,1,81,19 You + Me,Dan + Shay,컨트리
2014,2,1,82,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,R&B/Soul
2014,2,1,83,Rewind,Rascal Flatts,POP
2014,2,1,84,Doin' What She Likes,Blake Shelton,컨트리
2014,2,1,85,Marry Me,Jason Derulo,R&B/Soul
2014,2,1,86,Partition,Beyonce,R&B/Soul
2014,2,1,87,The Heart Of Dixie,Danielle Bradbery,컨트리
2014,2,1,88,We Were Us,Keith Urban And Miranda Lambert,발라드
2014,2,1,89,Ride,SoMo,R&B/Soul
2014,2,1,90,Get Me Some Of That,Thomas Rhett,컨트리
2014,2,1,91,Goodnight Kiss,Randy Houser,컨트리
2014,2,1,92,She Knows,J. Cole Featuring Amber Coffman & The Cults,랩/힙합
2014,2,1,93,Thinking About You,Calvin Harris Featuring Ayah Marar,일렉트로니카
2014,2,1,94,Take Me Home,Cash Cash Featuring Bebe Rexha,일렉트로니카
2014,2,1,95,Everything I Shouldn't Be Thinking About,Thompson Square,컨트리
2014,2,1,96,How I Feel,Flo Rida,랩/힙합
2014,2,1,97,Alone Together,Fall Out Boy,록/메탈
2014,2,1,98,Worst Behavior,Drake,랩/힙합
2014,2,1,99,Oceans (Where Feet May Fail),Hillsong UNITED,CCM
2014,2,1,100,All That Matters,Justin Bieber,POP
2014,2,2,1,Dark Horse,Katy Perry Featuring Juicy J,POP
2014,2,2,2,Timber,Pitbull Featuring Ke$ha,랩/힙합
2014,2,2,3,Counting Stars,OneRepublic,POP
2014,2,2,4,Say Something,A Great Big World & Christina Aguilera,POP
2014,2,2,5,The Monster,Eminem Featuring Rihanna,랩/힙합
2014,2,2,6,Talk Dirty,Jason Derulo Featuring 2 Chainz,R&B/Soul
2014,2,2,7,Let Her Go,Passenger,포크
2014,2,2,8,Team,Lorde,POP
2014,2,2,9,Royals,Lorde,POP
2014,2,2,10,Pompeii,Bastille,POP
2014,2,2,11,Happy,Pharrell Williams,POP
2014,2,2,12,Story Of My Life,One Direction,POP
2014,2,2,13,Drunk In Love,Beyonce Featuring Jay Z,R&B/Soul
2014,2,2,14,Burn,Ellie Goulding,POP
2014,2,2,15,Demons,Imagine Dragons,POP
2014,2,2,16,The Man,Aloe Blacc,R&B/Soul
2014,2,2,17,Wake Me Up!,Avicii,일렉트로니카
2014,2,2,18,Roar,Katy Perry,POP
2014,2,2,19,Show Me,Kid Ink Featuring Chris Brown,랩/힙합
2014,2,2,20,Wrecking Ball,Miley Cyrus,POP
2014,2,2,21,Let It Go,Idina Menzel,POP
2014,2,2,22,Stay The Night,Zedd Featuring Hayley Williams,일렉트로니카
2014,2,2,23,Sweater Weather,The Neighbourhood,록/메탈
2014,2,2,24,Hold On,Drake Featuring Majid Jordan,랩/힙합
2014,2,2,25,Do What U Want,Lady Gaga Featuring R. Kelly,POP
2014,2,2,26,Brave,Sara Bareilles,POP
2014,2,2,27,All Of Me,John Legend,R&B/Soul
2014,2,2,28,White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,랩/힙합
2014,2,2,29,My Hitta,YG Featuring Jeezy & Rich Homie Quan,랩/힙합
2014,2,2,30,Adore You,Miley Cyrus,POP
2014,2,2,31,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,R&B/Soul
2014,2,2,32,Love Me Again,John Newman,R&B/Soul
2014,2,2,33,Radioactive,Imagine Dragons,POP
2014,2,2,34,Best Day Of My Life,American Authors,POP
2014,2,2,35,Drink A Beer,Luke Bryan,컨트리
2014,2,2,36,Hey Brother,Avicii,일렉트로니카
2014,2,2,37,23,Mike WiLL Made-It Featuring Miley Cyrus,랩/힙합
2014,2,2,38,Whatever She's Got,David Nail,컨트리
2014,2,2,39,Safe And Sound,Capital Cities,일렉트로니카
2014,2,2,40,Chillin' It,Cole Swindell,R&B/Soul
