Year,Month,Week,Rank,Title,Artist,Genre
2014,6,3,54,Whiskey In My Water,Tyler Farr,컨트리
2014,6,3,55,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,컨트리
2014,6,3,56,Trumpets,Jason Derulo,R&B/Soul
2014,6,3,57,Who I Am With You,Chris Young,컨트리
2014,6,3,58,Yeah,Joe Nichols,월드뮤직
2014,6,3,59,Cut Her Off,KCamp Featuring 2 Chainz,랩/힙합
2014,6,3,60,Work,Iggy Azalea,랩/힙합
2014,6,3,61,Trophies,Young Money Featuring Drake,랩/힙합
2014,6,3,62,Boom Clap,Charli xcx,POP
2014,6,3,63,A Sky Full Of Stars,Coldplay,POP
2014,6,3,64,We Dem Boyz,Wiz Khalifa,랩/힙합
2014,6,3,65,We Are Tonight,Billy Currington,컨트리
2014,6,3,66,Wild Wild Love,Pitbull Featuring G.R.L.,POP
2014,6,3,67,Who Do You Love?,YG Featuring Drake,랩/힙합
2014,6,3,68,The Worst,Jhene Aiko,R&B/Soul
2014,6,3,69,I'm Not The Only One,Sam Smith,POP
2014,6,3,70,Ultraviolence,Lana Del Rey,POP
2014,6,3,71,River Bank,Brad Paisley,월드뮤직
2014,6,3,72,Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,랩/힙합
2014,6,3,73,Habits (Stay High),Tove Lo,POP
2014,6,3,74,Keep Them Kisses Comin',Craig Campbell,컨트리
2014,6,3,75,Good Kisser,Usher,R&B/Soul
2014,6,3,76,Main Chick,Kid Ink Featuring Chris Brown,랩/힙합
2014,6,3,77,Human,Christina Perri,POP
2014,6,3,78,Come Get It Bae,Pharrell Williams,POP
2014,6,3,79,Sleeping With A Friend,Neon Trees,록/메탈
2014,6,3,80,Where It's At (Yep,Dustin Lynch,컨트리
2014,6,3,81,Empire,Shakira,POP
2014,6,3,82,Girls Chase Boys,Ingrid Michaelson,POP
2014,6,3,83,Dare (La La La),Shakira,POP
2014,6,3,84,You & I,One Direction,POP
2014,6,3,85,I Choose You,Sara Bareilles,POP
2014,6,3,86,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,컨트리
2014,6,3,87,Day Drinking,Little Big Town,컨트리
2014,6,3,88,Shower,Becky G,POP
2014,6,3,89,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,랩/힙합
2014,6,3,90,On Top Of The World,Imagine Dragons,POP
2014,6,3,91,Chainsaw,The Band Perry,컨트리
2014,6,3,92,Tennis Court,Lorde,POP
2014,6,3,93,Ready Set Roll,Chase Rice,월드뮤직
2014,6,3,94,I Got A Car,George Strait,컨트리
2014,6,3,95,Wasted,Tiesto Featuring Matthew Koma,일렉트로니카
2014,6,3,96,Red Lights,Tiesto,일렉트로니카
2014,6,3,97,Magic,Coldplay,POP
2014,6,3,98,Song About A Girl,Eric Paslay,컨트리
2014,6,3,99,I'm Ready,AJR,록/메탈
2014,6,3,100,Raging Fire,Phillip Phillips,록/메탈
2014,6,4,1,Fancy,Iggy Azalea Featuring Charli XCX,랩/힙합
2014,6,4,2,Problem,Ariana Grande Featuring Iggy Azalea,POP
2014,6,4,3,Rude,MAGIC!,POP
2014,6,4,4,All Of Me,John Legend,R&B/Soul
2014,6,4,5,Wiggle,Jason Derulo Featuring Snoop Dogg,R&B/Soul
2014,6,4,6,Turn Down For What,DJ Snake & Lil Jon,일렉트로니카
2014,6,4,7,Am I Wrong,Nico & Vinz,POP
2014,6,4,8,Happy,Pharrell Williams,POP
2014,6,4,9,Summer,Calvin Harris,일렉트로니카
2014,6,4,10,Stay With Me,Sam Smith,R&B/Soul
2014,6,4,11,Dark Horse,Katy Perry Featuring Juicy J,POP
2014,6,4,12,Ain't It Fun,Paramore,록/메탈
2014,6,4,13,Not A Bad Thing,Justin Timberlake,POP
2014,6,4,14,Latch,Disclosure Featuring Sam Smith,일렉트로니카
2014,6,4,15,Talk Dirty,Jason Derulo Featuring 2 Chainz,R&B/Soul
2014,6,4,16,Sing,Ed Sheeran,댄스
2014,6,4,17,This Is How We Roll,Florida Georgia Line Ft. Jason Derulo & Luke Bryan,국외영화
2014,6,4,18,Classic,MKTO,POP
2014,6,4,19,Birthday,Katy Perry,POP
2014,6,4,20,Me And My Broken Heart,Rixton,POP
2014,6,4,21,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,R&B/Soul
2014,6,4,22,Let It Go,Idina Menzel,POP
2014,6,4,23,Play It Again,Luke Bryan,컨트리
2014,6,4,24,Pills N Potions,Nicki Minaj,랩/힙합
2014,6,4,25,Pompeii,Bastille,POP
2014,6,4,26,Hangover,PSY Featuring Snoop Dogg,POP
2014,6,4,27,Counting Stars,OneRepublic,POP
2014,6,4,28,Beachin',Jake Owen,POP
2014,6,4,29,Boom Clap,Charli xcx,POP
2014,6,4,30,Love Runs Out,OneRepublic,POP
2014,6,4,31,Na Na,Trey Songz,R&B/Soul
2014,6,4,32,Best Day Of My Life,American Authors,POP
2014,6,4,33,Love Never Felt So Good,Michael Jackson & Justin Timberlake,POP
2014,6,4,34,Believe Me,Lil Wayne Featuring Drake,랩/힙합
2014,6,4,35,Chandelier,Sia,POP
2014,6,4,36,Wake Me Up!,Avicii,일렉트로니카
2014,6,4,37,She Looks So Perfect,5 Seconds Of Summer,록/메탈
2014,6,4,38,Timber,Pitbull Featuring Ke$ha,랩/힙합
2014,6,4,39,Come With Me Now,KONGOS,록/메탈
2014,6,4,40,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,POP
2014,6,4,41,Team,Lorde,POP
2014,6,4,42,My Eyes,Blake Shelton Featuring Gwen Sebastian,컨트리
2014,6,4,43,Drunk On A Plane,Dierks Bentley,컨트리
2014,6,4,44,2 On,Tinashe Featuring ScHoolboy Q,R&B/Soul
2014,6,4,45,Demons,Imagine Dragons,POP
2014,6,4,46,Don't,Ed Sheeran,POP
2014,6,4,47,I Don't Dance,Lee Brice,컨트리
2014,6,4,48,Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,랩/힙합
2014,6,4,49,Lettin' The Night Roll,Justin Moore,컨트리
2014,6,4,50,Beat Of The Music,Brett Eldredge,컨트리
2014,6,4,51,Who I Am With You,Chris Young,컨트리
2014,6,4,52,Bartender,Lady Antebellum,컨트리
2014,6,4,53,Dare (La La La),Shakira,POP
2014,6,4,54,Whiskey In My Water,Tyler Farr,컨트리
2014,6,4,55,Cut Her Off,KCamp Featuring 2 Chainz,랩/힙합
2014,6,4,56,Yeah,Joe Nichols,월드뮤직
2014,6,4,57,Trumpets,Jason Derulo,R&B/Soul
2014,6,4,58,La La La,Naughty Boy Featuring Sam Smith,POP
2014,6,4,59,We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song],Pitbull Featuring Jennifer Lopez & Claudia Leitte,POP
2014,6,4,60,Move That Doh,Future Featuring Pharrell,랩/힙합
2014,6,4,61,Work,Iggy Azalea,랩/힙합
2014,6,4,62,We Dem Boyz,Wiz Khalifa,랩/힙합
2014,6,4,63,Habits (Stay High),Tove Lo,POP
2014,6,4,64,We Are Tonight,Billy Currington,컨트리
2014,6,4,65,Who Do You Love?,YG Featuring Drake,랩/힙합
2014,6,4,66,Good Kisser,Usher,R&B/Soul
2014,6,4,67,Automatic,Miranda Lambert,POP
2014,6,4,68,The Worst,Jhene Aiko,R&B/Soul
2014,6,4,69,River Bank,Brad Paisley,월드뮤직
2014,6,4,70,Trophies,Young Money Featuring Drake,랩/힙합
2014,6,4,71,A Sky Full Of Stars,Coldplay,POP
2014,6,4,72,Keep Them Kisses Comin',Craig Campbell,컨트리
2014,6,4,73,Main Chick,Kid Ink Featuring Chris Brown,랩/힙합
2014,6,4,74,Girls Chase Boys,Ingrid Michaelson,POP
2014,6,4,75,Shower,Becky G,POP
2014,6,4,76,Wasted,Tiesto Featuring Matthew Koma,일렉트로니카
2014,6,4,77,Where It's At (Yep,Dustin Lynch,컨트리
2014,6,4,78,Wild Wild Love,Pitbull Featuring G.R.L.,POP
2014,6,4,79,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,컨트리
2014,6,4,80,Come Get It Bae,Pharrell Williams,POP
2014,6,4,81,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,랩/힙합
2014,6,4,82,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,컨트리
2014,6,4,83,Tennis Court,Lorde,POP
2014,6,4,84,Human,Christina Perri,POP
2014,6,4,85,You & I,One Direction,POP
2014,6,4,86,Empire,Shakira,POP
2014,6,4,87,Chainsaw,The Band Perry,컨트리
2014,6,4,88,Ready Set Roll,Chase Rice,월드뮤직
2014,6,4,89,I Got A Car,George Strait,컨트리
2014,6,4,90,Sleeping With A Friend,Neon Trees,록/메탈
2014,6,4,91,On Top Of The World,Imagine Dragons,POP
2014,6,4,92,Really Don't Care,Demi Lovato Featuring Cher Lloyd,POP
2014,6,4,93,Song About A Girl,Eric Paslay,컨트리
2014,6,4,94,V. 3005,Childish Gambino,랩/힙합
2014,6,4,95,Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,컨트리
2014,6,4,96,I Choose You,Sara Bareilles,POP
2014,6,4,97,Rather Be,Clean Bandit Featuring Jess Glynne,POP
2014,6,4,98,I'm Ready,AJR,록/메탈
2014,6,4,99,Hope You Get Lonely Tonight,Cole Swindell,컨트리
2014,6,4,100,Jungle,Jamie N Commons & X Ambassadors,일렉트로니카
2014,7,1,1,Fancy,Iggy Azalea Featuring Charli XCX,랩/힙합
2014,7,1,2,Problem,Ariana Grande Featuring Iggy Azalea,POP
2014,7,1,3,Rude,MAGIC!,POP
2014,7,1,4,Am I Wrong,Nico & Vinz,POP
2014,7,1,5,Stay With Me,Sam Smith,R&B/Soul
2014,7,1,6,Wiggle,Jason Derulo Featuring Snoop Dogg,R&B/Soul
2014,7,1,7,All Of Me,John Legend,R&B/Soul
2014,7,1,8,Summer,Calvin Harris,일렉트로니카
2014,7,1,9,Turn Down For What,DJ Snake & Lil Jon,일렉트로니카
2014,7,1,10,Happy,Pharrell Williams,POP
2014,7,1,11,Dark Horse,Katy Perry Featuring Juicy J,POP
2014,7,1,12,Latch,Disclosure Featuring Sam Smith,일렉트로니카
2014,7,1,13,Sing,Ed Sheeran,댄스
2014,7,1,14,Maps,Maroon 5,POP
2014,7,1,15,Ain't It Fun,Paramore,록/메탈
2014,7,1,16,Not A Bad Thing,Justin Timberlake,POP
2014,7,1,17,Classic,MKTO,POP
2014,7,1,18,Talk Dirty,Jason Derulo Featuring 2 Chainz,R&B/Soul
2014,7,1,19,Birthday,Katy Perry,POP
2014,7,1,20,Me And My Broken Heart,Rixton,POP
2014,7,1,21,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,R&B/Soul
2014,7,1,22,Counting Stars,OneRepublic,POP
2014,7,1,23,Love Runs Out,OneRepublic,POP
2014,7,1,24,Pompeii,Bastille,POP
2014,7,1,25,Play It Again,Luke Bryan,컨트리
2014,7,1,26,Beachin',Jake Owen,POP
2014,7,1,27,This Is How We Roll,Florida Georgia Line Ft. Jason Derulo & Luke Bryan,국외영화
2014,7,1,28,Kiss Me Kiss Me,5 Seconds Of Summer,POP
2014,7,1,29,Let It Go,Idina Menzel,POP
2014,7,1,30,Na Na,Trey Songz,R&B/Soul
2014,7,1,31,Boom Clap,Charli xcx,POP
2014,7,1,32,Chandelier,Sia,POP
2014,7,1,33,Best Day Of My Life,American Authors,POP
2014,7,1,34,Believe Me,Lil Wayne Featuring Drake,랩/힙합
2014,7,1,35,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,POP
2014,7,1,36,Love Never Felt So Good,Michael Jackson & Justin Timberlake,POP
2014,7,1,37,Afire Love,Ed Sheeran,록/메탈
2014,7,1,38,Come With Me Now,KONGOS,록/메탈
2014,7,1,39,My Eyes,Blake Shelton Featuring Gwen Sebastian,컨트리
2014,7,1,40,She Looks So Perfect,5 Seconds Of Summer,록/메탈
2014,7,1,41,Drunk On A Plane,Dierks Bentley,컨트리
2014,7,1,42,Timber,Pitbull Featuring Ke$ha,랩/힙합
2014,7,1,43,Wake Me Up!,Avicii,일렉트로니카
2014,7,1,44,Pills N Potions,Nicki Minaj,랩/힙합
2014,7,1,45,Bartender,Lady Antebellum,컨트리
2014,7,1,46,I Don't Dance,Lee Brice,컨트리
2014,7,1,47,Demons,Imagine Dragons,POP
2014,7,1,48,Who I Am With You,Chris Young,컨트리
2014,7,1,49,Cut Her Off,KCamp Featuring 2 Chainz,랩/힙합
2014,7,1,50,Yeah,Joe Nichols,월드뮤직
2014,7,1,51,Lettin' The Night Roll,Justin Moore,컨트리
2014,7,1,52,Whiskey In My Water,Tyler Farr,컨트리
2014,7,1,53,We Dem Boyz,Wiz Khalifa,랩/힙합
2014,7,1,54,Wasted,Tiesto Featuring Matthew Koma,일렉트로니카
2014,7,1,55,Shower,Becky G,POP
2014,7,1,56,A Sky Full Of Stars,Coldplay,POP
2014,7,1,57,2 On,Tinashe Featuring ScHoolboy Q,R&B/Soul
2014,7,1,58,No Mediocre,T.I. Featuring Iggy Azalea,랩/힙합
2014,7,1,59,Habits (Stay High),Tove Lo,POP
2014,7,1,60,Dare (La La La),Shakira,POP
2014,7,1,61,Trumpets,Jason Derulo,R&B/Soul
2014,7,1,62,La La La,Naughty Boy Featuring Sam Smith,POP
2014,7,1,63,Beat Of The Music,Brett Eldredge,컨트리
2014,7,1,64,Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,랩/힙합
2014,7,1,65,Who Do You Love?,YG Featuring Drake,랩/힙합
2014,7,1,66,Main Chick,Kid Ink Featuring Chris Brown,랩/힙합
2014,7,1,67,Move That Doh,Future Featuring Pharrell,랩/힙합
2014,7,1,68,Work,Iggy Azalea,랩/힙합
2014,7,1,69,River Bank,Brad Paisley,월드뮤직
2014,7,1,70,Girls Chase Boys,Ingrid Michaelson,POP
2014,7,1,71,Trophies,Young Money Featuring Drake,랩/힙합
2014,7,1,72,Don't,Ed Sheeran,POP
2014,7,1,73,We Are Tonight,Billy Currington,컨트리
2014,7,1,74,Good Kisser,Usher,R&B/Soul
2014,7,1,75,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,랩/힙합
2014,7,1,76,Where It's At (Yep,Dustin Lynch,컨트리
2014,7,1,77,Keep Them Kisses Comin',Craig Campbell,컨트리
2014,7,1,78,Tennis Court,Lorde,POP
2014,7,1,79,The Worst,Jhene Aiko,R&B/Soul
2014,7,1,80,Come Get It Bae,Pharrell Williams,POP
2014,7,1,81,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,컨트리
2014,7,1,82,American Kids,Kenny Chesney,컨트리
2014,7,1,83,Really Don't Care,Demi Lovato Featuring Cher Lloyd,POP
2014,7,1,84,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,컨트리
2014,7,1,85,We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song],Pitbull Featuring Jennifer Lopez & Claudia Leitte,POP
2014,7,1,86,Rather Be,Clean Bandit Featuring Jess Glynne,POP
2014,7,1,87,First Love,Jennifer Lopez,POP
2014,7,1,88,You & I,One Direction,POP
2014,7,1,89,Ready Set Roll,Chase Rice,월드뮤직
2014,7,1,90,Chainsaw,The Band Perry,컨트리
2014,7,1,91,I'm Ready,AJR,록/메탈
2014,7,1,92,Automatic,Miranda Lambert,POP
2014,7,1,93,Wild Wild Love,Pitbull Featuring G.R.L.,POP
2014,7,1,94,Song About A Girl,Eric Paslay,컨트리
2014,7,1,95,Human,Christina Perri,POP
2014,7,1,96,Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,컨트리
2014,7,1,97,V. 3005,Childish Gambino,랩/힙합
2014,7,1,98,On Top Of The World,Imagine Dragons,POP
2014,7,1,99,I Got A Car,George Strait,컨트리
2014,7,1,100,West Coast,Lana Del Rey,POP
2014,7,2,1,Fancy,Iggy Azalea Featuring Charli XCX,랩/힙합
2014,7,2,2,Rude,MAGIC!,POP
2014,7,2,3,Problem,Ariana Grande Featuring Iggy Azalea,POP
2014,7,2,4,Am I Wrong,Nico & Vinz,POP
2014,7,2,5,Stay With Me,Sam Smith,R&B/Soul
2014,7,2,6,Wiggle,Jason Derulo Featuring Snoop Dogg,R&B/Soul
2014,7,2,7,All Of Me,John Legend,R&B/Soul
2014,7,2,8,Summer,Calvin Harris,일렉트로니카
2014,7,2,9,Turn Down For What,DJ Snake & Lil Jon,일렉트로니카
2014,7,2,10,Happy,Pharrell Williams,POP
2014,7,2,11,Latch,Disclosure Featuring Sam Smith,일렉트로니카
2014,7,2,12,Dark Horse,Katy Perry Featuring Juicy J,POP
2014,7,2,13,Maps,Maroon 5,POP
2014,7,2,14,Ain't It Fun,Paramore,록/메탈
2014,7,2,15,Classic,MKTO,POP
2014,7,2,16,Sing,Ed Sheeran,댄스
2014,7,2,17,Not A Bad Thing,Justin Timberlake,POP
2014,7,2,18,Love Runs Out,OneRepublic,POP
2014,7,2,19,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,컨트리
2014,7,2,20,Chandelier,Sia,POP
2014,7,2,21,Talk Dirty,Jason Derulo Featuring 2 Chainz,R&B/Soul
2014,7,2,22,Birthday,Katy Perry,POP
2014,7,2,23,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,R&B/Soul
2014,7,2,24,Life Of The Party,Shawn Mendes,POP
2014,7,2,25,Boom Clap,Charli xcx,POP
2014,7,2,26,Counting Stars,OneRepublic,POP
2014,7,2,27,Let It Go,Idina Menzel,POP
2014,7,2,28,Me And My Broken Heart,Rixton,POP
2014,7,2,29,Pompeii,Bastille,POP
2014,7,2,30,Beachin',Jake Owen,POP
2014,7,2,31,Na Na,Trey Songz,R&B/Soul
2014,7,2,32,Play It Again,Luke Bryan,컨트리
2014,7,2,33,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,POP
2014,7,2,34,This Is How We Roll,Florida Georgia Line Ft. Jason Derulo & Luke Bryan,국외영화
2014,7,2,35,Believe Me,Lil Wayne Featuring Drake,랩/힙합
2014,7,2,36,Drunk On A Plane,Dierks Bentley,컨트리
2014,7,2,37,Really Don't Care,Demi Lovato Featuring Cher Lloyd,POP
2014,7,2,38,Come With Me Now,KONGOS,록/메탈
2014,7,2,39,Best Day Of My Life,American Authors,POP
2014,7,2,40,2 On,Tinashe Featuring ScHoolboy Q,R&B/Soul
2014,7,2,41,Pills N Potions,Nicki Minaj,랩/힙합
2014,7,2,42,Love Never Felt So Good,Michael Jackson & Justin Timberlake,POP
2014,7,2,43,American Kids,Kenny Chesney,컨트리
2014,7,2,44,My Eyes,Blake Shelton Featuring Gwen Sebastian,컨트리
2014,7,2,45,Shower,Becky G,POP
2014,7,2,46,Bartender,Lady Antebellum,컨트리
2014,7,2,47,Timber,Pitbull Featuring Ke$ha,랩/힙합
2014,7,2,48,Wake Me Up!,Avicii,일렉트로니카
2014,7,2,49,I Don't Dance,Lee Brice,컨트리
2014,7,2,50,Yeah,Joe Nichols,월드뮤직
2014,7,2,51,Who I Am With You,Chris Young,컨트리
2014,7,2,52,She Looks So Perfect,5 Seconds Of Summer,록/메탈
2014,7,2,53,Wasted,Tiesto Featuring Matthew Koma,일렉트로니카
2014,7,2,54,Whiskey In My Water,Tyler Farr,컨트리
2014,7,2,55,We Dem Boyz,Wiz Khalifa,랩/힙합
2014,7,2,56,Cut Her Off,KCamp Featuring 2 Chainz,랩/힙합
2014,7,2,57,A Sky Full Of Stars,Coldplay,POP
2014,7,2,58,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,랩/힙합
2014,7,2,59,Habits (Stay High),Tove Lo,POP
2014,7,2,60,Rather Be,Clean Bandit Featuring Jess Glynne,POP
2014,7,2,61,Trumpets,Jason Derulo,R&B/Soul
2014,7,2,62,Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,랩/힙합
2014,7,2,63,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,컨트리
2014,7,2,64,Girls Chase Boys,Ingrid Michaelson,POP
2014,7,2,65,Main Chick,Kid Ink Featuring Chris Brown,랩/힙합
2014,7,2,66,Lettin' The Night Roll,Justin Moore,컨트리
2014,7,2,67,River Bank,Brad Paisley,월드뮤직
2014,7,2,68,Who Do You Love?,YG Featuring Drake,랩/힙합
2014,7,2,69,Come Get It Bae,Pharrell Williams,POP
2014,7,2,70,La La La,Naughty Boy Featuring Sam Smith,POP
2014,7,2,71,We Are Tonight,Billy Currington,컨트리
2014,7,2,72,Good Kisser,Usher,R&B/Soul
2014,7,2,73,Where It's At (Yep,Dustin Lynch,컨트리
2014,7,2,74,Tennis Court,Lorde,POP
2014,7,2,75,Trophies,Young Money Featuring Drake,랩/힙합
2014,7,2,76,Work,Iggy Azalea,랩/힙합
2014,7,2,77,Dare (La La La),Shakira,POP
2014,7,2,78,No Mediocre,T.I. Featuring Iggy Azalea,랩/힙합
2014,7,2,79,Keep Them Kisses Comin',Craig Campbell,컨트리
2014,7,2,80,Move That Doh,Future Featuring Pharrell,랩/힙합
2014,7,2,81,Don't,Ed Sheeran,POP
2014,7,2,82,Get Her Back,Robin Thicke,R&B/Soul
2014,7,2,83,I'm Ready,AJR,록/메탈
2014,7,2,84,Ready Set Roll,Chase Rice,월드뮤직
2014,7,2,85,Song About A Girl,Eric Paslay,컨트리
2014,7,2,86,Chainsaw,The Band Perry,컨트리
2014,7,2,87,Jungle,Jamie N Commons & X Ambassadors,일렉트로니카
2014,7,2,88,V. 3005,Childish Gambino,랩/힙합
2014,7,2,89,Don't Tell 'Em,Jeremih Featuring YG,R&B/Soul
2014,7,2,90,We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song],Pitbull Featuring Jennifer Lopez & Claudia Leitte,POP
2014,7,2,91,Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,컨트리
2014,7,2,92,Riptide,Vance Joy,포크
2014,7,2,93,First Love,Jennifer Lopez,POP
2014,7,2,94,Hope You Get Lonely Tonight,Cole Swindell,컨트리
2014,7,2,95,I Got A Car,George Strait,컨트리
2014,7,2,96,You & I,One Direction,POP
2014,7,2,97,Automatic,Miranda Lambert,POP
2014,7,2,98,Leave The Night On,Sam Hunt,컨트리
2014,7,2,99,Wild Wild Love,Pitbull Featuring G.R.L.,POP
2014,7,2,100,She Twerkin,Ca$h Out,랩/힙합
2014,7,3,1,Fancy,Iggy Azalea Featuring Charli XCX,랩/힙합
2014,7,3,2,Rude,MAGIC!,POP
2014,7,3,3,Problem,Ariana Grande Featuring Iggy Azalea,POP
2014,7,3,4,Am I Wrong,Nico & Vinz,POP
2014,7,3,5,Stay With Me,Sam Smith,R&B/Soul
2014,7,3,6,Wiggle,Jason Derulo Featuring Snoop Dogg,R&B/Soul
2014,7,3,7,Summer,Calvin Harris,일렉트로니카
2014,7,3,8,All Of Me,John Legend,R&B/Soul
2014,7,3,9,Maps,Maroon 5,POP
2014,7,3,10,Turn Down For What,DJ Snake & Lil Jon,일렉트로니카
2014,7,3,11,Latch,Disclosure Featuring Sam Smith,일렉트로니카
2014,7,3,12,Happy,Pharrell Williams,POP
2014,7,3,13,Dark Horse,Katy Perry Featuring Juicy J,POP
2014,7,3,14,Classic,MKTO,POP
2014,7,3,15,Break Free,Ariana Grande Featuring Zedd,POP
2014,7,3,16,Amnesia,5 Seconds Of Summer,록/메탈
2014,7,3,17,Chandelier,Sia,POP
2014,7,3,18,Ain't It Fun,Paramore,록/메탈
2014,7,3,19,Love Runs Out,OneRepublic,POP
2014,7,3,20,Boom Clap,Charli xcx,POP
2014,7,3,21,Na Na,Trey Songz,R&B/Soul
2014,7,3,22,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,R&B/Soul
2014,7,3,23,Sing,Ed Sheeran,댄스
2014,7,3,24,Talk Dirty,Jason Derulo Featuring 2 Chainz,R&B/Soul
2014,7,3,25,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,POP
2014,7,3,26,Not A Bad Thing,Justin Timberlake,POP
2014,7,3,27,Beachin',Jake Owen,POP
2014,7,3,28,American Kids,Kenny Chesney,컨트리
2014,7,3,29,Counting Stars,OneRepublic,POP
2014,7,3,30,Pompeii,Bastille,POP
2014,7,3,31,Shower,Becky G,POP
2014,7,3,32,Me And My Broken Heart,Rixton,POP
2014,7,3,33,Drunk On A Plane,Dierks Bentley,컨트리
2014,7,3,34,Pills N Potions,Nicki Minaj,랩/힙합
2014,7,3,35,Let It Go,Idina Menzel,POP
2014,7,3,36,2 On,Tinashe Featuring ScHoolboy Q,R&B/Soul
2014,7,3,37,Birthday,Katy Perry,POP
2014,7,3,38,Come With Me Now,KONGOS,록/메탈
2014,7,3,39,Play It Again,Luke Bryan,컨트리
2014,7,3,40,Believe Me,Lil Wayne Featuring Drake,랩/힙합
2014,7,3,41,This Is How We Roll,Florida Georgia Line Ft. Jason Derulo & Luke Bryan,국외영화
2014,7,3,42,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,컨트리
2014,7,3,43,Really Don't Care,Demi Lovato Featuring Cher Lloyd,POP
2014,7,3,44,Bartender,Lady Antebellum,컨트리
2014,7,3,45,Best Day Of My Life,American Authors,POP
2014,7,3,46,Yeah,Joe Nichols,월드뮤직
2014,7,3,47,I Don't Dance,Lee Brice,컨트리
2014,7,3,48,My Eyes,Blake Shelton Featuring Gwen Sebastian,컨트리
2014,7,3,49,Timber,Pitbull Featuring Ke$ha,랩/힙합
2014,7,3,50,Who I Am With You,Chris Young,컨트리
2014,7,3,51,Rather Be,Clean Bandit Featuring Jess Glynne,POP
2014,7,3,52,Wasted,Tiesto Featuring Matthew Koma,일렉트로니카
2014,7,3,53,Whiskey In My Water,Tyler Farr,컨트리
2014,7,3,54,Love Never Felt So Good,Michael Jackson & Justin Timberlake,POP
2014,7,3,55,We Dem Boyz,Wiz Khalifa,랩/힙합
2014,7,3,56,She Looks So Perfect,5 Seconds Of Summer,록/메탈
2014,7,3,57,Habits (Stay High),Tove Lo,POP
2014,7,3,58,Come Get It Bae,Pharrell Williams,POP
2014,7,3,59,A Sky Full Of Stars,Coldplay,POP
2014,7,3,60,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,랩/힙합
2014,7,3,61,Cut Her Off,KCamp Featuring 2 Chainz,랩/힙합
2014,7,3,62,River Bank,Brad Paisley,월드뮤직
2014,7,3,63,Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,랩/힙합
2014,7,3,64,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,컨트리
2014,7,3,65,Good Kisser,Usher,R&B/Soul
2014,7,3,66,No Mediocre,T.I. Featuring Iggy Azalea,랩/힙합
2014,7,3,67,Trumpets,Jason Derulo,R&B/Soul
2014,7,3,68,We Are Tonight,Billy Currington,컨트리
2014,7,3,69,Girls Chase Boys,Ingrid Michaelson,POP
2014,7,3,70,Main Chick,Kid Ink Featuring Chris Brown,랩/힙합
2014,7,3,71,Where It's At (Yep,Dustin Lynch,컨트리
2014,7,3,72,Who Do You Love?,YG Featuring Drake,랩/힙합
2014,7,3,73,Tennis Court,Lorde,POP
2014,7,3,74,Work,Iggy Azalea,랩/힙합
2014,7,3,75,Trophies,Young Money Featuring Drake,랩/힙합
2014,7,3,76,Dare (La La La),Shakira,POP
2014,7,3,77,La La La,Naughty Boy Featuring Sam Smith,POP
2014,7,3,78,Don't Tell 'Em,Jeremih Featuring YG,R&B/Soul
2014,7,3,79,Lettin' The Night Roll,Justin Moore,컨트리
2014,7,3,80,I'm Ready,AJR,록/메탈
2014,7,3,81,Move That Doh,Future Featuring Pharrell,랩/힙합
2014,7,3,82,Life Of The Party,Shawn Mendes,POP
